,author1,,author2,,code,code2,,type,acc,L95,U95,p_baseline,p_lexico,t_lexico,t_baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,13,Simon Jenkins,,Barbara EllenSimon Jenkinsvoice,Simon JenkinsBarbara Ellenvoice,,voice,0.649832957,0.579395087,0.720270827,0.00411367,1.09E-06,-13.10831076,5.905956248,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,13,Simon Jenkins,,Barbara EllenSimon Jenkinscoref+voice,Simon JenkinsBarbara Ellencoref+voice,,coref+voice,0.772244024,0.724752986,0.819735062,9.11E-05,1.95E-06,-12.15220801,15.91606782,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,13,Simon Jenkins,,Barbara EllenSimon Jenkinslexico+voice+coref,Simon JenkinsBarbara Ellenlexico+voice+coref,,lexico+voice+coref,0.993271222,0.981043339,1,3.81E-08,0.513297912,0.683998419,112.0014429,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,13,Simon Jenkins,,Barbara EllenSimon Jenkinslexico+voice,Simon JenkinsBarbara Ellenlexico+voice,,lexico+voice,0.990791455,0.98437733,0.99720558,2.95E-09,0.716333468,0.376501688,212.4460385,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,13,Simon Jenkins,,Barbara EllenSimon Jenkinslexico+coref,Simon JenkinsBarbara Ellenlexico+coref,,lexico+coref,0.993379447,0.981236452,1,3.70E-08,0.502339029,0.702421682,112.8091555,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,14,Suzanne Moore,,Barbara EllenSuzanne Moorelexico_syntactic,Suzanne MooreBarbara Ellenlexico_syntactic,,lexico_syntactic,0.989702233,0.977924511,1,3.38E-08,1,0,115.4409444,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,14,Suzanne Moore,,Barbara EllenSuzanne Moorecoref,Suzanne MooreBarbara Ellencoref,,coref,0.610991965,0.553793668,0.668190262,0.005739341,9.29E-08,-18.0051218,5.387627146,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,14,Suzanne Moore,,Barbara EllenSuzanne Moorevoice,Suzanne MooreBarbara Ellenvoice,,voice,0.584709586,0.519933562,0.649485609,0.02214337,1.40E-07,-17.07887705,3.630842093,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,14,Suzanne Moore,,Barbara EllenSuzanne Moorecoref+voice,Suzanne MooreBarbara Ellencoref+voice,,coref+voice,0.61088004,0.526861184,0.694898896,0.021502769,1.67E-06,-12.39715745,3.664086358,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,14,Suzanne Moore,,Barbara EllenSuzanne Moorelexico+voice+coref,Suzanne MooreBarbara Ellenlexico+voice+coref,,lexico+voice+coref,1,1,1,0,0.041359068,2.427564829,inf,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,14,Suzanne Moore,,Barbara EllenSuzanne Moorelexico+voice,Suzanne MooreBarbara Ellenlexico+voice,,lexico+voice,0.996153846,0.985475211,1,2.17E-08,0.292522993,1.126713614,129,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,14,Suzanne Moore,,Barbara EllenSuzanne Moorelexico+coref,Suzanne MooreBarbara Ellenlexico+coref,,lexico+coref,0.974937965,0.935295228,1,4.87E-06,0.350608155,-0.991219342,33.26307102,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,15,Will Hutton,,Barbara EllenWill Huttonlexico_syntactic,Will HuttonBarbara Ellenlexico_syntactic,,lexico_syntactic,0.996153846,0.985475211,1,2.17E-08,1,0,129,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,15,Will Hutton,,Barbara EllenWill Huttoncoref,Will HuttonBarbara Ellencoref,,coref,0.732227557,0.669542896,0.794912218,0.000503852,2.92E-06,-11.52387104,10.28588258,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,15,Will Hutton,,Barbara EllenWill Huttonvoice,Will HuttonBarbara Ellenvoice,,voice,0.827531378,0.726645546,0.928417209,0.000838849,0.001721792,-4.614822235,9.013881071,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,15,Will Hutton,,Barbara EllenWill Huttoncoref+voice,Will HuttonBarbara Ellencoref+voice,,coref+voice,0.789819215,0.725640966,0.853997463,0.000232831,2.18E-05,-8.80528053,12.53800406,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,15,Will Hutton,,Barbara EllenWill Huttonlexico+voice+coref,Will HuttonBarbara Ellenlexico+voice+coref,,lexico+voice+coref,0.996153846,0.985475211,1,2.17E-08,1,0,129,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,15,Will Hutton,,Barbara EllenWill Huttonlexico+voice,Will HuttonBarbara Ellenlexico+voice,,lexico+voice,0.992582418,0.979956499,1,4.36E-08,0.565335123,-0.599645285,108.3190913,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,15,Will Hutton,,Barbara EllenWill Huttonlexico+coref,Will HuttonBarbara Ellenlexico+coref,,lexico+coref,1,1,1,0,0.346593507,1,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,16,Zoe Williams,,Barbara EllenZoe Williamslexico_syntactic,Zoe WilliamsBarbara Ellenlexico_syntactic,,lexico_syntactic,0.986075534,0.96764718,1,2.08E-07,1,0,73.23291551,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,16,Zoe Williams,,Barbara EllenZoe Williamscoref,Zoe WilliamsBarbara Ellencoref,,coref,0.736850027,0.657741058,0.815958996,0.001143993,2.77E-05,-8.518848865,8.312598538,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,16,Zoe Williams,,Barbara EllenZoe Williamsvoice,Zoe WilliamsBarbara Ellenvoice,,voice,0.62930031,0.585453909,0.673146711,0.001212079,2.96E-08,-20.82700475,8.187564017,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,16,Zoe Williams,,Barbara EllenZoe Williamscoref+voice,Zoe WilliamsBarbara Ellencoref+voice,,coref+voice,0.708910783,0.580116855,0.83770471,0.010793214,0.000355816,-5.914675652,4.503545556,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,16,Zoe Williams,,Barbara EllenZoe Williamslexico+voice+coref,Zoe WilliamsBarbara Ellenlexico+voice+coref,,lexico+voice+coref,0.975352126,0.950194382,1,7.90E-07,0.367676368,-0.954714433,52.46055035,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,16,Zoe Williams,,Barbara EllenZoe Williamslexico+voice,Zoe WilliamsBarbara Ellenlexico+voice,,lexico+voice,0.982750411,0.967603644,0.997897177,9.78E-08,0.708835751,-0.387016713,88.48951171,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,16,Zoe Williams,,Barbara EllenZoe Williamslexico+coref,Zoe WilliamsBarbara Ellenlexico+coref,,lexico+coref,0.979178982,0.960845614,0.99751235,2.16E-07,0.482397776,-0.736612021,72.5679075,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,4,Emma Brockes,,Catherine BennettEmma Brockeslexico_syntactic,Emma BrockesCatherine Bennettlexico_syntactic,,lexico_syntactic,0.976918992,0.943539256,1,2.41E-06,1,0,39.66896004,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,4,Emma Brockes,,Catherine BennettEmma Brockescoref,Emma BrockesCatherine Bennettcoref,,coref,0.585253405,0.501687562,0.668819247,0.04722451,2.03E-06,-12.08454177,2.832513747,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,4,Emma Brockes,,Catherine BennettEmma Brockesvoice,Emma BrockesCatherine Bennettvoice,,voice,0.533185668,0.344244834,0.722126502,0.65131452,0.000204482,-6.421129693,0.48765629,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,4,Emma Brockes,,Catherine BennettEmma Brockescoref+voice,Emma BrockesCatherine Bennettcoref+voice,,coref+voice,0.66542505,0.548191985,0.782658116,0.017279977,0.000102483,-7.095148091,3.917781807,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,4,Emma Brockes,,Catherine BennettEmma Brockeslexico+voice+coref,Emma BrockesCatherine Bennettlexico+voice+coref,,lexico+voice+coref,0.974479968,0.935540227,1,4.55E-06,0.898217874,-0.132033836,33.83092811,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,4,Emma Brockes,,Catherine BennettEmma Brockeslexico+voice,Emma BrockesCatherine Bennettlexico+voice,,lexico+voice,0.963368857,0.918985582,1,8.43E-06,0.51723585,-0.677438358,28.98655414,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,4,Emma Brockes,,Catherine BennettEmma Brockeslexico+coref,Emma BrockesCatherine Bennettlexico+coref,,lexico+coref,0.97969677,0.94403023,1,3.07E-06,0.878464736,0.1578786,37.34177059,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,5,Gaby Hinsliff,,Catherine BennettGaby Hinslifflexico_syntactic,Gaby HinsliffCatherine Bennettlexico_syntactic,,lexico_syntactic,0.989473684,0.960247946,1,1.28E-06,1,0,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,5,Gaby Hinsliff,,Catherine BennettGaby Hinsliffcoref,Gaby HinsliffCatherine Bennettcoref,,coref,0.549091053,0.487589324,0.610592783,0.090998535,9.49E-08,-17.9563951,2.216175316,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,5,Gaby Hinsliff,,Catherine BennettGaby Hinsliffvoice,Gaby HinsliffCatherine Bennettvoice,,voice,0.640243709,0.578992025,0.701495392,0.003138208,5.62E-07,-14.28705653,6.357032762,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,5,Gaby Hinsliff,,Catherine BennettGaby Hinsliffcoref+voice,Gaby HinsliffCatherine Bennettcoref+voice,,coref+voice,0.717820381,0.58896351,0.846677251,0.009354666,0.000450074,-5.708261909,4.693318457,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,5,Gaby Hinsliff,,Catherine BennettGaby Hinslifflexico+voice+coref,Gaby HinsliffCatherine Bennettlexico+voice+coref,,lexico+voice+coref,0.95123839,0.848416066,1,0.000260415,0.349742688,-0.993105771,12.18450009,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,5,Gaby Hinsliff,,Catherine BennettGaby Hinslifflexico+voice,Gaby HinsliffCatherine Bennettlexico+voice,,lexico+voice,0.980650155,0.947539564,1,2.26E-06,0.594259731,-0.554706763,40.30428702,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,5,Gaby Hinsliff,,Catherine BennettGaby Hinslifflexico+coref,Gaby HinsliffCatherine Bennettlexico+coref,,lexico+coref,0.986532508,0.958221756,1,1.15E-06,0.845948822,-0.200690541,47.71440977,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,6,Ian Jack,,Catherine BennettIan Jacklexico_syntactic,Ian JackCatherine Bennettlexico_syntactic,,lexico_syntactic,0.985592812,0.967737426,1,1.84E-07,1,0,75.50784818,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,6,Ian Jack,,Catherine BennettIan Jackcoref,Ian JackCatherine Bennettcoref,,coref,0.737760876,0.673971596,0.801550156,0.000492109,6.39E-06,-10.38768186,10.34860432,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,6,Ian Jack,,Catherine BennettIan Jackvoice,Ian JackCatherine Bennettvoice,,voice,0.666990533,0.598378608,0.735602459,0.002501141,1.59E-06,-12.47696519,6.757426559,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,6,Ian Jack,,Catherine BennettIan Jackcoref+voice,Ian JackCatherine Bennettcoref+voice,,coref+voice,0.697622971,0.639051038,0.756194903,0.000723287,1.12E-06,-13.05720499,9.367785936,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,6,Ian Jack,,Catherine BennettIan Jacklexico+voice+coref,Ian JackCatherine Bennettlexico+voice+coref,,lexico+voice+coref,0.978533989,0.951868654,1,9.71E-07,0.558340399,-0.6107077,49.82586398,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,6,Ian Jack,,Catherine BennettIan Jacklexico+voice,Ian JackCatherine Bennettlexico+voice,,lexico+voice,0.968092812,0.92676711,1,6.09E-06,0.311918666,-1.079294757,31.44856398,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,6,Ian Jack,,Catherine BennettIan Jacklexico+coref,Ian JackCatherine Bennettlexico+coref,,lexico+coref,0.988533989,0.968986289,1,2.58E-07,0.765624741,0.308442113,69.38861656,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,7,John Harris,,Catherine BennettJohn Harrislexico_syntactic,John HarrisCatherine Bennettlexico_syntactic,,lexico_syntactic,0.974811539,0.948667199,1,9.26E-07,1,0,50.42346419,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,7,John Harris,,Catherine BennettJohn Harriscoref,John HarrisCatherine Bennettcoref,,coref,0.577321244,0.528801391,0.625841097,0.011470408,4.04E-08,-20.02363833,4.424543305,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,7,John Harris,,Catherine BennettJohn Harrisvoice,John HarrisCatherine Bennettvoice,,voice,0.64594329,0.59948854,0.69239804,0.000951593,1.37E-07,-17.12899313,8.722542512,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,7,John Harris,,Catherine BennettJohn Harriscoref+voice,John HarrisCatherine Bennettcoref+voice,,coref+voice,0.609830213,0.537605979,0.682054447,0.013454978,1.04E-06,-13.19285059,4.222094711,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,7,John Harris,,Catherine BennettJohn Harrislexico+voice+coref,John HarrisCatherine Bennettlexico+voice+coref,,lexico+voice+coref,0.986549708,0.969744712,1,1.44E-07,0.324999466,1.048613969,80.38553543,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,7,John Harris,,Catherine BennettJohn Harrislexico+voice,John HarrisCatherine Bennettlexico+voice,,lexico+voice,0.981140351,0.958391107,1,5.04E-07,0.625814181,0.507025651,58.72106371,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,7,John Harris,,Catherine BennettJohn Harrislexico+coref,John HarrisCatherine Bennettlexico+coref,,lexico+coref,0.957592511,0.912935713,1,9.08E-06,0.382572982,-0.923872873,28.44987884,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,8,Jonathan Freedland,,Catherine BennettJonathan Freedlandlexico_syntactic,Jonathan FreedlandCatherine Bennettlexico_syntactic,,lexico_syntactic,0.986891892,0.97500717,0.998776613,3.58E-08,1,0,113.745081,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,8,Jonathan Freedland,,Catherine BennettJonathan Freedlandcoref,Jonathan FreedlandCatherine Bennettcoref,,coref,0.734249644,0.67967639,0.788822899,0.000283977,1.51E-06,-12.55895487,11.91758286,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,8,Jonathan Freedland,,Catherine BennettJonathan Freedlandvoice,Jonathan FreedlandCatherine Bennettvoice,,voice,0.782265292,0.668077136,0.896453447,0.002360221,0.001122727,-4.948692685,6.863181939,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,8,Jonathan Freedland,,Catherine BennettJonathan Freedlandcoref+voice,Jonathan FreedlandCatherine Bennettcoref+voice,,coref+voice,0.760586771,0.711368159,0.809805383,0.00012463,1.66E-06,-12.40932951,14.69982266,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,8,Jonathan Freedland,,Catherine BennettJonathan Freedlandlexico+voice+coref,Jonathan FreedlandCatherine Bennettlexico+voice+coref,,lexico+voice+coref,0.981689189,0.966922502,0.996455877,8.91E-08,0.467894624,-0.76205881,90.56761061,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,8,Jonathan Freedland,,Catherine BennettJonathan Freedlandlexico+voice,Jonathan FreedlandCatherine Bennettlexico+voice,,lexico+voice,0.984391892,0.963789434,1,3.30E-07,0.777839535,-0.291832051,65.27801228,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,8,Jonathan Freedland,,Catherine BennettJonathan Freedlandlexico+coref,Jonathan FreedlandCatherine Bennettlexico+coref,,lexico+coref,0.981689189,0.960266064,1,3.94E-07,0.571718237,-0.589618674,62.42710096,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,9,Kevin McKenna,,Catherine BennettKevin McKennalexico_syntactic,Kevin McKennaCatherine Bennettlexico_syntactic,,lexico_syntactic,0.997368421,0.990061987,1,4.70E-09,1,0,189,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,9,Kevin McKenna,,Catherine BennettKevin McKennacoref,Kevin McKennaCatherine Bennettcoref,,coref,0.770324248,0.698119287,0.842529209,0.000483716,2.40E-05,-8.686008501,10.39458265,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,9,Kevin McKenna,,Catherine BennettKevin McKennavoice,Kevin McKennaCatherine Bennettvoice,,voice,0.709013158,0.589914774,0.828111542,0.00820454,0.000151206,-6.709580868,4.872556113,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,9,Kevin McKenna,,Catherine BennettKevin McKennacoref+voice,Kevin McKennaCatherine Bennettcoref+voice,,coref+voice,0.780540414,0.689718561,0.871362266,0.001015315,0.000168132,-6.607136693,8.576185536,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,9,Kevin McKenna,,Catherine BennettKevin McKennalexico+voice+coref,Kevin McKennaCatherine Bennettlexico+voice+coref,,lexico+voice+coref,1,1,1,0,0.346593507,1,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,9,Kevin McKenna,,Catherine BennettKevin McKennalexico+voice,Kevin McKennaCatherine Bennettlexico+voice,,lexico+voice,0.997368421,0.990061987,1,4.70E-09,1,0,189,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,9,Kevin McKenna,,Catherine BennettKevin McKennalexico+coref,Kevin McKennaCatherine Bennettlexico+coref,,lexico+coref,0.997368421,0.990061987,1,4.70E-09,1,0,189,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,10,Marina Hyde,,Catherine BennettMarina Hydelexico_syntactic,Marina HydeCatherine Bennettlexico_syntactic,,lexico_syntactic,0.963329726,0.933633447,0.993026005,1.70E-06,1,0,43.3188799,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,10,Marina Hyde,,Catherine BennettMarina Hydecoref,Marina HydeCatherine Bennettcoref,,coref,0.748623453,0.694266539,0.802980367,0.000221464,1.13E-05,-9.624181049,12.69920083,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,10,Marina Hyde,,Catherine BennettMarina Hydevoice,Marina HydeCatherine Bennettvoice,,voice,0.692565932,0.658094231,0.727037632,0.000100876,1.82E-07,-16.52254631,15.50978719,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,10,Marina Hyde,,Catherine BennettMarina Hydecoref+voice,Marina HydeCatherine Bennettcoref+voice,,coref+voice,0.766892136,0.730995275,0.802788997,3.25E-05,2.59E-06,-11.70680631,20.64278996,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,10,Marina Hyde,,Catherine BennettMarina Hydelexico+voice+coref,Marina HydeCatherine Bennettlexico+voice+coref,,lexico+voice+coref,0.973346956,0.948081361,0.998612552,8.18E-07,0.49592718,0.713318749,52.01626219,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,10,Marina Hyde,,Catherine BennettMarina Hydelexico+voice,Marina HydeCatherine Bennettlexico+voice,,lexico+voice,0.975987554,0.951197723,1,7.41E-07,0.390162794,0.908497547,53.3103001,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,10,Marina Hyde,,Catherine BennettMarina Hydelexico+coref,Marina HydeCatherine Bennettlexico+coref,,lexico+coref,0.983025984,0.969182007,0.99686996,6.81E-08,0.13366135,1.669040172,96.87210092,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,11,Oliver Burkeman,,Catherine BennettOliver Burkemanlexico_syntactic,Oliver BurkemanCatherine Bennettlexico_syntactic,,lexico_syntactic,0.889741653,0.783727816,0.995755491,0.000519095,1,0,10.20712324,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,11,Oliver Burkeman,,Catherine BennettOliver Burkemancoref,Oliver BurkemanCatherine Bennettcoref,,coref,0.677909822,0.575789902,0.780029741,0.008418217,0.003974375,-3.99555207,4.837027438,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,11,Oliver Burkeman,,Catherine BennettOliver Burkemanvoice,Oliver BurkemanCatherine Bennettvoice,,voice,0.694651563,0.563537,0.825766126,0.014589986,0.012378709,-3.212448381,4.121886755,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,11,Oliver Burkeman,,Catherine BennettOliver Burkemancoref+voice,Oliver BurkemanCatherine Bennettcoref+voice,,coref+voice,0.653550168,0.513098733,0.794001603,0.038576439,0.005815957,-3.726610507,3.035380957,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,11,Oliver Burkeman,,Catherine BennettOliver Burkemanlexico+voice+coref,Oliver BurkemanCatherine Bennettlexico+voice+coref,,lexico+voice+coref,0.915395248,0.83784398,0.992946517,0.000119049,0.602416157,0.542254714,14.87173743,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,11,Oliver Burkeman,,Catherine BennettOliver Burkemanlexico+voice,Oliver BurkemanCatherine Bennettlexico+voice,,lexico+voice,0.894872372,0.839061578,0.950683167,3.96E-05,0.908285525,0.118900641,19.64389629,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,11,Oliver Burkeman,,Catherine BennettOliver Burkemanlexico+coref,Oliver BurkemanCatherine Bennettlexico+coref,,lexico+coref,0.909790673,0.827658288,0.991923058,0.000157422,0.688992318,0.41507931,13.85277327,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,12,Paul Mason,,Catherine BennettPaul Masonlexico_syntactic,Paul MasonCatherine Bennettlexico_syntactic,,lexico_syntactic,0.997142857,0.989210157,1,6.54E-09,1,0,174,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,12,Paul Mason,,Catherine BennettPaul Masoncoref,Paul MasonCatherine Bennettcoref,,coref,0.799737627,0.654066447,0.945408807,0.004643438,0.005568868,-3.756912802,5.712901267,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,12,Paul Mason,,Catherine BennettPaul Masonvoice,Paul MasonCatherine Bennettvoice,,voice,0.737765785,0.58091401,0.894617561,0.013600254,0.001789325,-4.585392646,4.2087101,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,12,Paul Mason,,Catherine BennettPaul Masoncoref+voice,Paul MasonCatherine Bennettcoref+voice,,coref+voice,0.780946141,0.596928845,0.964963437,0.013275182,0.011545579,-3.258940117,4.238903372,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,12,Paul Mason,,Catherine BennettPaul Masonlexico+voice+coref,Paul MasonCatherine Bennettlexico+voice+coref,,lexico+voice+coref,0.966640927,0.909886757,1,2.18E-05,0.177713381,-1.477805417,22.82832989,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,12,Paul Mason,,Catherine BennettPaul Masonlexico+voice,Paul MasonCatherine Bennettlexico+voice,,lexico+voice,0.982857143,0.935260941,1,9.45E-06,0.434892298,-0.821994937,28.16666667,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,12,Paul Mason,,Catherine BennettPaul Masonlexico+coref,Paul MasonCatherine Bennettlexico+coref,,lexico+coref,0.997142857,0.989210157,1,6.54E-09,1,0,174,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,13,Simon Jenkins,,Catherine BennettSimon Jenkinslexico_syntactic,Simon JenkinsCatherine Bennettlexico_syntactic,,lexico_syntactic,0.984175526,0.971287056,0.997063996,5.07E-08,1,0,104.3015017,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,13,Simon Jenkins,,Catherine BennettSimon Jenkinscoref,Simon JenkinsCatherine Bennettcoref,,coref,0.812608922,0.724459409,0.900758435,0.000596733,0.000688339,-5.346982017,9.846242853,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,13,Simon Jenkins,,Catherine BennettSimon Jenkinsvoice,Simon JenkinsCatherine Bennettvoice,,voice,0.787233688,0.746605115,0.827862261,3.97E-05,1.29E-06,-12.82845286,19.62876138,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,13,Simon Jenkins,,Catherine BennettSimon Jenkinscoref+voice,Simon JenkinsCatherine Bennettcoref+voice,,coref+voice,0.82977069,0.771956428,0.887584952,9.29E-05,8.91E-05,-7.237406465,15.83675349,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,13,Simon Jenkins,,Catherine BennettSimon Jenkinslexico+voice+coref,Simon JenkinsCatherine Bennettlexico+voice+coref,,lexico+voice+coref,0.988537628,0.977738229,0.999337027,2.41E-08,0.491868203,0.720263585,125.5993859,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,13,Simon Jenkins,,Catherine BennettSimon Jenkinslexico+voice,Simon JenkinsCatherine Bennettlexico+voice,,lexico+voice,0.984175526,0.971287056,0.997063996,5.07E-08,1,0,104.3015017,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,13,Simon Jenkins,,Catherine BennettSimon Jenkinslexico+coref,Simon JenkinsCatherine Bennettlexico+coref,,lexico+coref,0.986614551,0.975149597,0.998079504,3.11E-08,0.704887944,0.392572207,117.8424807,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,14,Suzanne Moore,,Catherine BennettSuzanne Moorelexico_syntactic,Suzanne MooreCatherine Bennettlexico_syntactic,,lexico_syntactic,0.978404589,0.944845614,1,2.43E-06,1,0,39.57999505,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,14,Suzanne Moore,,Catherine BennettSuzanne Moorecoref,Suzanne MooreCatherine Bennettcoref,,coref,0.724495047,0.641955233,0.807034861,0.001647712,4.73E-05,-7.911967774,7.551485109,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,14,Suzanne Moore,,Catherine BennettSuzanne Moorevoice,Suzanne MooreCatherine Bennettvoice,,voice,0.824196955,0.739935875,0.908458035,0.000435023,0.001501006,-4.720598496,10.68245326,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catherine Bennett,14,Suzanne Moore,,Catherine BennettSuzanne Moorecoref+voice,Suzanne MooreCatherine Bennettcoref+voice,,coref+voice,0.825939363,0.771370362,0.880508364,7.74E-05,0.000168015,-6.60780534,16.58364157,,,,,,,,,,,,,,,,,,,,,,,,,,,
