,author1,,author2,,code,code2,,type,acc,L95,U95,p_baseline,p_lexico,t_lexico,t_baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Emma Brockes,11,Oliver Burkeman,,Emma BrockesOliver Burkemanvoice,Oliver BurkemanEmma Brockesvoice,,voice,0.574658063,0.482963152,0.666352973,0.086624529,8.16E-05,-7.328590501,2.260583614,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Emma Brockes,11,Oliver Burkeman,,Emma BrockesOliver Burkemancoref+voice,Oliver BurkemanEmma Brockescoref+voice,,coref+voice,0.577174296,0.470308708,0.684039885,0.115449893,0.000161599,-6.645264329,2.005043908,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Emma Brockes,11,Oliver Burkeman,,Emma BrockesOliver Burkemanlexico+voice+coref,Oliver BurkemanEmma Brockeslexico+voice+coref,,lexico+voice+coref,0.901866883,0.7786415,1,0.000824428,0.981961055,0.02332665,9.054638816,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Emma Brockes,11,Oliver Burkeman,,Emma BrockesOliver Burkemanlexico+voice,Oliver BurkemanEmma Brockeslexico+voice,,lexico+voice,0.910957792,0.804672276,1,0.000426764,0.836567409,0.213115588,10.73525149,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Emma Brockes,11,Oliver Burkeman,,Emma BrockesOliver Burkemanlexico+coref,Oliver BurkemanEmma Brockeslexico+coref,,lexico+coref,0.905600649,0.779195736,1,0.000877465,0.929313149,0.091541346,8.908893726,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Emma Brockes,12,Paul Mason,,Emma BrockesPaul Masonlexico_syntactic,Paul MasonEmma Brockeslexico_syntactic,,lexico_syntactic,0.978409091,0.940944933,1,3.78E-06,1,0,35.45459588,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Emma Brockes,12,Paul Mason,,Emma BrockesPaul Masoncoref,Paul MasonEmma Brockescoref,,coref,0.630517677,0.546265701,0.714769653,0.012634738,5.99E-06,-10.47546497,4.301088017,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Emma Brockes,12,Paul Mason,,Emma BrockesPaul Masonvoice,Paul MasonEmma Brockesvoice,,voice,0.590732323,0.374444282,0.807020365,0.308861983,0.001188488,-4.903510177,1.164712172,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Emma Brockes,12,Paul Mason,,Emma BrockesPaul Masoncoref+voice,Paul MasonEmma Brockescoref+voice,,coref+voice,0.613219697,0.541734516,0.684704878,0.01171496,1.51E-06,-12.56300586,4.397390736,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Emma Brockes,12,Paul Mason,,Emma BrockesPaul Masonlexico+voice+coref,Paul MasonEmma Brockeslexico+voice+coref,,lexico+voice+coref,0.945138889,0.827525589,1,0.000463727,0.475673825,-0.748346297,10.50819672,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Emma Brockes,12,Paul Mason,,Emma BrockesPaul Masonlexico+voice,Paul MasonEmma Brockeslexico+voice,,lexico+voice,0.969444444,0.902209758,1,4.17E-05,0.754699258,-0.323379366,19.38562951,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Emma Brockes,12,Paul Mason,,Emma BrockesPaul Masonlexico+coref,Paul MasonEmma Brockeslexico+coref,,lexico+coref,0.981944444,0.947670022,1,2.57E-06,0.851533614,0.193310431,39.04055016,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Emma Brockes,13,Simon Jenkins,,Emma BrockesSimon Jenkinslexico_syntactic,Simon JenkinsEmma Brockeslexico_syntactic,,lexico_syntactic,0.972732985,0.934885716,1,4.13E-06,1,0,34.67931039,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Emma Brockes,13,Simon Jenkins,,Emma BrockesSimon Jenkinscoref,Simon JenkinsEmma Brockescoref,,coref,0.635517436,0.578330528,0.692704345,0.002762556,7.97E-07,-13.65275687,6.579420614,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Emma Brockes,13,Simon Jenkins,,Emma BrockesSimon Jenkinsvoice,Simon JenkinsEmma Brockesvoice,,voice,0.698700442,0.55719121,0.840209675,0.017562995,0.000828427,-5.194023519,3.898550373,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Emma Brockes,13,Simon Jenkins,,Emma BrockesSimon Jenkinscoref+voice,Simon JenkinsEmma Brockescoref+voice,,coref+voice,0.718410986,0.679859772,0.756962199,9.54E-05,1.12E-06,-13.07027881,15.72988387,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Emma Brockes,13,Simon Jenkins,,Emma BrockesSimon Jenkinslexico+voice+coref,Simon JenkinsEmma Brockeslexico+voice+coref,,lexico+voice+coref,0.966066318,0.929189653,1,3.94E-06,0.735171751,-0.35028091,35.09014577,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Emma Brockes,13,Simon Jenkins,,Emma BrockesSimon Jenkinslexico+voice,Simon JenkinsEmma Brockeslexico+voice,,lexico+voice,0.966110376,0.933514191,0.998706561,2.40E-06,0.72233368,-0.368119892,39.70188141,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Emma Brockes,13,Simon Jenkins,,Emma BrockesSimon Jenkinslexico+coref,Simon JenkinsEmma Brockeslexico+coref,,lexico+coref,0.972864564,0.94103219,1,2.07E-06,0.994286909,0.007387075,41.243625,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Emma Brockes,14,Suzanne Moore,,Emma BrockesSuzanne Moorelexico_syntactic,Suzanne MooreEmma Brockeslexico_syntactic,,lexico_syntactic,0.961942029,0.907592326,1,1.91E-05,1,0,23.59822801,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Emma Brockes,14,Suzanne Moore,,Emma BrockesSuzanne Moorecoref,Suzanne MooreEmma Brockescoref,,coref,0.596350496,0.468026366,0.724674626,0.10546581,8.52E-05,-7.283661134,2.084657515,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Emma Brockes,14,Suzanne Moore,,Emma BrockesSuzanne Moorevoice,Suzanne MooreEmma Brockesvoice,,voice,0.704218535,0.63371785,0.77471922,0.00129748,4.22E-05,-8.038303102,8.042497081,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Emma Brockes,14,Suzanne Moore,,Emma BrockesSuzanne Moorecoref+voice,Suzanne MooreEmma Brockescoref+voice,,coref+voice,0.6171373,0.525631335,0.708643265,0.023710251,1.86E-05,-8.994984299,3.55414297,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Emma Brockes,14,Suzanne Moore,,Emma BrockesSuzanne Moorelexico+voice+coref,Suzanne MooreEmma Brockeslexico+voice+coref,,lexico+voice+coref,0.950123188,0.899436824,1,1.61E-05,0.670508472,-0.441546588,24.65638127,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Emma Brockes,14,Suzanne Moore,,Emma BrockesSuzanne Moorelexico+voice,Suzanne MooreEmma Brockeslexico+voice,,lexico+voice,0.940565217,0.849492246,1,0.000177758,0.59106001,-0.559617084,13.43104467,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Emma Brockes,14,Suzanne Moore,,Emma BrockesSuzanne Moorelexico+coref,Suzanne MooreEmma Brockeslexico+coref,,lexico+coref,0.966108696,0.917522556,1,1.18E-05,0.877846818,0.158688887,26.63568689,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Emma Brockes,15,Will Hutton,,Emma BrockesWill Huttonlexico_syntactic,Will HuttonEmma Brockeslexico_syntactic,,lexico_syntactic,0.98219697,0.945478293,1,3.38E-06,1,0,36.46083001,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Emma Brockes,15,Will Hutton,,Emma BrockesWill Huttoncoref,Will HuttonEmma Brockescoref,,coref,0.779015152,0.692517376,0.865512927,0.000859888,0.000322204,-6.003305885,8.955955725,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Emma Brockes,15,Will Hutton,,Emma BrockesWill Huttonvoice,Will HuttonEmma Brockesvoice,,voice,0.846969697,0.754888794,0.9390506,0.000471744,0.005331671,-3.787385394,10.46191209,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Emma Brockes,15,Will Hutton,,Emma BrockesWill Huttoncoref+voice,Will HuttonEmma Brockescoref+voice,,coref+voice,0.823560606,0.702852049,0.944269164,0.001740921,0.008187697,-3.490892231,7.442291415,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Emma Brockes,15,Will Hutton,,Emma BrockesWill Huttonlexico+voice+coref,Will HuttonEmma Brockeslexico+voice+coref,,lexico+voice+coref,0.98219697,0.945478293,1,3.38E-06,1,0,36.46083001,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Emma Brockes,15,Will Hutton,,Emma BrockesWill Huttonlexico+voice,Will HuttonEmma Brockeslexico+voice,,lexico+voice,0.995833333,0.984264812,1,2.99E-08,0.354192022,0.983445056,119,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Emma Brockes,15,Will Hutton,,Emma BrockesWill Huttonlexico+coref,Will HuttonEmma Brockeslexico+coref,,lexico+coref,0.977651515,0.943073663,1,2.76E-06,0.808725177,-0.250217297,38.35325603,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Emma Brockes,16,Zoe Williams,,Emma BrockesZoe Williamslexico_syntactic,Zoe WilliamsEmma Brockeslexico_syntactic,,lexico_syntactic,0.917085901,0.829982719,1,0.000185022,1,0,13.29476234,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Emma Brockes,16,Zoe Williams,,Emma BrockesZoe Williamscoref,Zoe WilliamsEmma Brockescoref,,coref,0.667066467,0.600780701,0.733352233,0.002194779,0.00022253,-6.34191688,6.997744778,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Emma Brockes,16,Zoe Williams,,Emma BrockesZoe Williamsvoice,Zoe WilliamsEmma Brockesvoice,,voice,0.516358487,0.406440973,0.626276002,0.70064738,4.64E-05,-7.933209866,0.413204779,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Emma Brockes,16,Zoe Williams,,Emma BrockesZoe Williamscoref+voice,Zoe WilliamsEmma Brockescoref+voice,,coref+voice,0.666316842,0.507979105,0.824654578,0.043401179,0.004858637,-3.852738728,2.916358348,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Emma Brockes,16,Zoe Williams,,Emma BrockesZoe Williamslexico+voice+coref,Zoe WilliamsEmma Brockeslexico+voice+coref,,lexico+voice+coref,0.915048032,0.817539232,1,0.000293444,0.966543347,-0.043274483,11.81799053,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Emma Brockes,16,Zoe Williams,,Emma BrockesZoe Williamslexico+voice,Zoe WilliamsEmma Brockeslexico+voice,,lexico+voice,0.899589094,0.789742452,1,0.000540785,0.737888462,-0.346521923,10.09987347,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Emma Brockes,16,Zoe Williams,,Emma BrockesZoe Williamslexico+coref,Zoe WilliamsEmma Brockeslexico+coref,,lexico+coref,0.905841524,0.816607436,0.995075611,0.000226438,0.808619153,-0.250359283,12.62742462,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,6,Ian Jack,,Gaby HinsliffIan Jacklexico_syntactic,Ian JackGaby Hinslifflexico_syntactic,,lexico_syntactic,0.995454545,0.98283434,1,4.25E-08,1,0,109,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,6,Ian Jack,,Gaby HinsliffIan Jackcoref,Ian JackGaby Hinsliffcoref,,coref,0.735281881,0.472989566,0.997574195,0.067446064,0.025026975,-2.750825638,2.490531322,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,6,Ian Jack,,Gaby HinsliffIan Jackvoice,Ian JackGaby Hinsliffvoice,,voice,0.656230497,0.546827068,0.765633926,0.016610432,2.69E-05,-8.552130662,3.964824521,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,6,Ian Jack,,Gaby HinsliffIan Jackcoref+voice,Ian JackGaby Hinsliffcoref+voice,,coref+voice,0.781880591,0.748624197,0.815136985,1.93E-05,1.70E-07,-16.67047409,23.53309817,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,6,Ian Jack,,Gaby HinsliffIan Jacklexico+voice+coref,Ian JackGaby Hinslifflexico+voice+coref,,lexico+voice+coref,0.995454545,0.98283434,1,4.25E-08,1,0,109,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,6,Ian Jack,,Gaby HinsliffIan Jacklexico+voice,Ian JackGaby Hinslifflexico+voice,,lexico+voice,0.995454545,0.98283434,1,4.25E-08,1,0,109,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,6,Ian Jack,,Gaby HinsliffIan Jacklexico+coref,Ian JackGaby Hinslifflexico+coref,,lexico+coref,0.995454545,0.98283434,1,4.25E-08,1,0,109,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,7,John Harris,,Gaby HinsliffJohn Harrislexico_syntactic,John HarrisGaby Hinslifflexico_syntactic,,lexico_syntactic,0.976944444,0.945014953,1,2.02E-06,1,0,41.47294601,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,7,John Harris,,Gaby HinsliffJohn Harriscoref,John HarrisGaby Hinsliffcoref,,coref,0.670512821,0.492913283,0.848112358,0.056058908,0.001512065,-4.714907951,2.665657196,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,7,John Harris,,Gaby HinsliffJohn Harrisvoice,John HarrisGaby Hinsliffvoice,,voice,0.702991453,0.499275431,0.906707475,0.050508199,0.00614194,-3.688671589,2.766569953,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,7,John Harris,,Gaby HinsliffJohn Harriscoref+voice,John HarrisGaby Hinsliffcoref+voice,,coref+voice,0.785491453,0.688177853,0.882805053,0.001236205,0.000832413,-5.190095181,8.145329644,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,7,John Harris,,Gaby HinsliffJohn Harrislexico+voice+coref,John HarrisGaby Hinslifflexico+voice+coref,,lexico+voice+coref,0.965277778,0.902503817,1,3.29E-05,0.657807797,-0.459930598,20.57888641,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,7,John Harris,,Gaby HinsliffJohn Harrislexico+voice,John HarrisGaby Hinslifflexico+voice,,lexico+voice,0.9875,0.952794436,1,2.58E-06,0.551596806,0.62144953,39,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,7,John Harris,,Gaby HinsliffJohn Harrislexico+coref,John HarrisGaby Hinslifflexico+coref,,lexico+coref,0.979807692,0.943891107,1,3.16E-06,0.872716733,0.165420627,37.0903779,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,8,Jonathan Freedland,,Gaby HinsliffJonathan Freedlandlexico_syntactic,Jonathan FreedlandGaby Hinslifflexico_syntactic,,lexico_syntactic,0.97,0.886706647,1,9.69E-05,1,0,15.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,8,Jonathan Freedland,,Gaby HinsliffJonathan Freedlandcoref,Jonathan FreedlandGaby Hinsliffcoref,,coref,0.569173669,0.359545393,0.778801946,0.411411209,0.001144238,-4.933602034,0.916178388,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,8,Jonathan Freedland,,Gaby HinsliffJonathan Freedlandvoice,Jonathan FreedlandGaby Hinsliffvoice,,voice,0.610116713,0.440314394,0.779919032,0.146149386,0.000743428,-5.283084956,1.800523169,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,8,Jonathan Freedland,,Gaby HinsliffJonathan Freedlandcoref+voice,Jonathan FreedlandGaby Hinsliffcoref+voice,,coref+voice,0.655025677,0.550718379,0.759332975,0.014535688,0.000178204,-6.551447466,4.126463739,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,8,Jonathan Freedland,,Gaby HinsliffJonathan Freedlandlexico+voice+coref,Jonathan FreedlandGaby Hinslifflexico+voice+coref,,lexico+voice+coref,0.94495098,0.859231698,1,0.000134725,0.576674901,-0.581876628,14.41194946,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,8,Jonathan Freedland,,Gaby HinsliffJonathan Freedlandlexico+voice,Jonathan FreedlandGaby Hinslifflexico+voice,,lexico+voice,0.949411765,0.860954559,1,0.000146601,0.65058151,-0.470466656,14.10588414,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,8,Jonathan Freedland,,Gaby HinsliffJonathan Freedlandlexico+coref,Jonathan FreedlandGaby Hinslifflexico+coref,,lexico+coref,0.944133987,0.852909743,1,0.00017334,0.577005476,-0.58136163,13.51738953,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,9,Kevin McKenna,,Gaby HinsliffKevin McKennalexico_syntactic,Kevin McKennaGaby Hinslifflexico_syntactic,,lexico_syntactic,1,1,1,0,,,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,9,Kevin McKenna,,Gaby HinsliffKevin McKennacoref,Kevin McKennaGaby Hinsliffcoref,,coref,0.660454076,0.5461945,0.774713653,0.017557115,3.49E-05,-8.250779927,3.898946152,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,9,Kevin McKenna,,Gaby HinsliffKevin McKennavoice,Kevin McKennaGaby Hinsliffvoice,,voice,0.570438596,0.443132959,0.697744234,0.199290712,1.38E-05,-9.368427661,1.536215522,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,9,Kevin McKenna,,Gaby HinsliffKevin McKennacoref+voice,Kevin McKennaGaby Hinsliffcoref+voice,,coref+voice,0.666687307,0.623768837,0.709605776,0.000419434,2.25E-08,-21.56238124,10.78319344,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,9,Kevin McKenna,,Gaby HinsliffKevin McKennalexico+voice+coref,Kevin McKennaGaby Hinslifflexico+voice+coref,,lexico+voice+coref,1,1,1,0,,,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,9,Kevin McKenna,,Gaby HinsliffKevin McKennalexico+voice,Kevin McKennaGaby Hinslifflexico+voice,,lexico+voice,1,1,1,0,,,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,9,Kevin McKenna,,Gaby HinsliffKevin McKennalexico+coref,Kevin McKennaGaby Hinslifflexico+coref,,lexico+coref,0.989473684,0.960247946,1,1.28E-06,0.346593507,-1,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,10,Marina Hyde,,Gaby HinsliffMarina Hydelexico_syntactic,Marina HydeGaby Hinslifflexico_syntactic,,lexico_syntactic,0.945608875,0.854064658,1,0.000173467,1,0,13.51487416,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,10,Marina Hyde,,Gaby HinsliffMarina Hydecoref,Marina HydeGaby Hinsliffcoref,,coref,0.618018576,0.528981594,0.707055558,0.021200616,9.98E-05,-7.122307701,3.680179742,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,10,Marina Hyde,,Gaby HinsliffMarina Hydevoice,Marina HydeGaby Hinsliffvoice,,voice,0.700500516,0.569684989,0.831316043,0.013101033,0.002753064,-4.262224787,4.255448032,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,10,Marina Hyde,,Gaby HinsliffMarina Hydecoref+voice,Marina HydeGaby Hinsliffcoref+voice,,coref+voice,0.634196766,0.541146143,0.72724739,0.016074341,0.000165246,-6.623774877,4.00416397,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,10,Marina Hyde,,Gaby HinsliffMarina Hydelexico+voice+coref,Marina HydeGaby Hinslifflexico+voice+coref,,lexico+voice+coref,0.94875645,0.903059144,0.994453756,1.08E-05,0.934032412,0.085412436,27.26523201,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,10,Marina Hyde,,Gaby HinsliffMarina Hydelexico+voice,Marina HydeGaby Hinslifflexico+voice,,lexico+voice,0.958137255,0.895596857,1,3.45E-05,0.761738376,0.313746576,20.33874089,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,10,Marina Hyde,,Gaby HinsliffMarina Hydelexico+coref,Marina HydeGaby Hinslifflexico+coref,,lexico+coref,0.932217062,0.875030807,0.989403318,3.05E-05,0.739371548,-0.344472138,20.98453434,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,11,Oliver Burkeman,,Gaby HinsliffOliver Burkemanlexico_syntactic,Oliver BurkemanGaby Hinslifflexico_syntactic,,lexico_syntactic,0.897222222,0.809839249,0.984605196,0.000226886,1,0,12.62105935,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,11,Oliver Burkeman,,Gaby HinsliffOliver Burkemancoref,Oliver BurkemanGaby Hinsliffcoref,,coref,0.588888889,0.408594723,0.769183055,0.242881644,0.002713902,-4.272787639,1.368846958,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,11,Oliver Burkeman,,Gaby HinsliffOliver Burkemanvoice,Oliver BurkemanGaby Hinsliffvoice,,voice,0.736111111,0.621881116,0.850341106,0.004567537,0.014440169,-3.110243737,5.738856413,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,11,Oliver Burkeman,,Gaby HinsliffOliver Burkemancoref+voice,Oliver BurkemanGaby Hinsliffcoref+voice,,coref+voice,0.7125,0.559268639,0.865731361,0.018297113,0.019664467,-2.907494539,3.85035139,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,11,Oliver Burkeman,,Gaby HinsliffOliver Burkemanlexico+voice+coref,Oliver BurkemanGaby Hinslifflexico+voice+coref,,lexico+voice+coref,0.897222222,0.824720002,0.969724442,0.000108907,1,0,15.21147486,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,11,Oliver Burkeman,,Gaby HinsliffOliver Burkemanlexico+voice,Oliver BurkemanGaby Hinslifflexico+voice,,lexico+voice,0.886111111,0.805085568,0.967136654,0.00018857,0.802268849,-0.258873921,13.23059702,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,11,Oliver Burkeman,,Gaby HinsliffOliver Burkemanlexico+coref,Oliver BurkemanGaby Hinslifflexico+coref,,lexico+coref,0.906944444,0.827540967,0.986347922,0.00014166,0.82490076,0.228619043,14.22933788,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,12,Paul Mason,,Gaby HinsliffPaul Masonlexico_syntactic,Paul MasonGaby Hinslifflexico_syntactic,,lexico_syntactic,0.9875,0.952794436,1,2.58E-06,1,0,39,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,12,Paul Mason,,Gaby HinsliffPaul Masoncoref,Paul MasonGaby Hinsliffcoref,,coref,0.723308081,0.593245151,0.85337101,0.008859919,0.000609405,-5.44903298,4.766943433,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,12,Paul Mason,,Gaby HinsliffPaul Masonvoice,Paul MasonGaby Hinsliffvoice,,voice,0.459015152,0.295140549,0.622889754,0.525661272,2.26E-05,-8.759569023,-0.694385707,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,12,Paul Mason,,Gaby HinsliffPaul Masoncoref+voice,Paul MasonGaby Hinsliffcoref+voice,,coref+voice,0.789065657,0.714286447,0.863844866,0.000427175,0.000155422,-6.682919982,10.73259441,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,12,Paul Mason,,Gaby HinsliffPaul Masonlexico+voice+coref,Paul MasonGaby Hinslifflexico+voice+coref,,lexico+voice+coref,0.9875,0.952794436,1,2.58E-06,1,0,39,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,12,Paul Mason,,Gaby HinsliffPaul Masonlexico+voice,Paul MasonGaby Hinslifflexico+voice,,lexico+voice,0.9875,0.952794436,1,2.58E-06,1,0,39,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,12,Paul Mason,,Gaby HinsliffPaul Masonlexico+coref,Paul MasonGaby Hinslifflexico+coref,,lexico+coref,0.9875,0.952794436,1,2.58E-06,1,0,39,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,13,Simon Jenkins,,Gaby HinsliffSimon Jenkinslexico_syntactic,Simon JenkinsGaby Hinslifflexico_syntactic,,lexico_syntactic,0.980445135,0.941313473,1,4.42E-06,1,0,34.08824152,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,13,Simon Jenkins,,Gaby HinsliffSimon Jenkinscoref,Simon JenkinsGaby Hinsliffcoref,,coref,0.709912008,0.56982108,0.850002937,0.014142651,0.000859448,-5.163985465,4.160220603,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,13,Simon Jenkins,,Gaby HinsliffSimon Jenkinsvoice,Simon JenkinsGaby Hinsliffvoice,,voice,0.65489648,0.594439361,0.7153536,0.002063776,1.52E-06,-12.55087702,7.113497608,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,13,Simon Jenkins,,Gaby HinsliffSimon Jenkinscoref+voice,Simon JenkinsGaby Hinsliffcoref+voice,,coref+voice,0.757634576,0.605940315,0.909328836,0.009202425,0.004243108,-3.948808102,4.715460254,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,13,Simon Jenkins,,Gaby HinsliffSimon Jenkinslexico+voice+coref,Simon JenkinsGaby Hinslifflexico+voice+coref,,lexico+voice+coref,0.982826087,0.942265127,1,5.00E-06,0.909520252,0.117291582,33.05000975,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,13,Simon Jenkins,,Gaby HinsliffSimon Jenkinslexico+voice,Simon JenkinsGaby Hinslifflexico+voice,,lexico+voice,0.982826087,0.942265127,1,5.00E-06,0.909520252,0.117291582,33.05000975,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,13,Simon Jenkins,,Gaby HinsliffSimon Jenkinslexico+coref,Simon JenkinsGaby Hinslifflexico+coref,,lexico+coref,0.980652174,0.940293806,1,4.99E-06,0.992091627,0.010225689,33.06636137,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,14,Suzanne Moore,,Gaby HinsliffSuzanne Moorelexico_syntactic,Suzanne MooreGaby Hinslifflexico_syntactic,,lexico_syntactic,0.918736842,0.780367864,1,0.001098113,1,0,8.402171313,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,14,Suzanne Moore,,Gaby HinsliffSuzanne Moorecoref,Suzanne MooreGaby Hinsliffcoref,,coref,0.634305764,0.444039571,0.824571958,0.121576001,0.009979875,-3.356744735,1.959846753,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Gaby Hinsliff,14,Suzanne Moore,,Gaby HinsliffSuzanne Moorevoice,Suzanne MooreGaby Hinsliffvoice,,voice,0.595809524,0.398432774,0.793186273,0.24901886,0.005875041,-3.719568179,1.347726538,,,,,,,,,,,,,,,,,,,,,,,,,,,
